partition,mol,smiles,strength,absorption,E_S1_eV,E_T1_eV,E_ST_eV,f_osc_S1
partition_0,mol0119,CC(C)(C)C1=C2C=CC=C2C=C1,0,1,0.669800,0.318700,0.351100,0.000148
partition_0,mol0120,C1=CC2=C3C1=CC=C3C=C2,0,1,0.630500,0.255900,0.374600,0.001338
partition_0,mol0121,C1=CC2=C(c3cc(-c4cccc5ccccc45)c(-c4cccc5ccccc45)c(-c4cccc5ccccc45)c3)C=CC2=C1,0,1,0.594200,0.261900,0.332300,0.002058
partition_0,mol0122,CCCCCC1(C)c2cc(C=C(C#N)C(=O)O)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,0,1,2.965100,2.281100,0.684000,1.902959
partition_0,mol0123,O=C(c1cccc(C2CCCC2)c1)C(F)(F)F,0,1,3.884600,3.402100,0.482500,0.055224
partition_0,mol0124,Cc1c2c(=O)[nH]c(-c3ccc(-c4ccccc4)cc3)c-2c1=O,0,1,1.815800,1.359700,0.456100,0.010302
partition_0,mol0125,O=S(=O)(c1ccc(N2c3ccccc3Sc3ccccc32)cc1)c1cccc(N2c3ccccc3Sc3ccccc32)c1,0,1,3.916300,3.434700,0.481600,0.373725
partition_0,mol0126,CC1(C)c2ccccc2N(c2ccc3c(c2)c2ccccc2n3-c2ccc(C3CCCC3)cc2)c2ccccc21,0,1,3.804300,3.349900,0.454400,0.160414
partition_0,mol0127,CCCC1(C)c2cc(C#Cc3ccc4ccc5cccc6ccc3c4c56)ccc2-c2ccc(C#Cc3ccc4ccc5cccc6ccc3c4c56)cc21,0,1,3.403000,2.606000,0.797000,4.411012
partition_0,mol0128,CCCCCCCC(=O)c1cc(Br)c(O)c(/N=N/c2ccc([N+](=O)[O-])cc2)c1,0,1,1.372100,1.385800,-0.013700,0.009355
partition_0,mol0129,CC1(C)c2ccccc2N(c2cc(C=O)cc(N3c4ccccc4C(C)(C)c4ccccc43)c2)c2ccccc21,0,1,2.809800,2.281400,0.528400,0.085566
partition_0,mol0130,CC1(C)CCc2cc3ccc(N4c5ccccc5Oc5ccccc54)cc3cc2N1,0,1,3.037300,2.667200,0.370100,0.016411
partition_0,mol0131,c1ccc2c(c1)Oc1cc(-n3c4ccccc4c4ccccc43)ccc1N2c1ccc(C2CCCC2)cc1,0,1,3.057400,2.690200,0.367200,0.074603
partition_0,mol0132,c1ccc(N(c2ccccc2)c2ccc(C3CCCC3)cc2)cc1,0,1,3.980100,3.429400,0.550700,0.081805
partition_0,mol0133,O=C1CCN1Cc1c2ccccc2cc2ccccc12,0,1,3.380300,2.278100,1.102200,0.242313
partition_0,mol0134,CCC1(C)c2cc(N3c4ccccc4C(C)(C)c4ccccc43)ccc2-c2ccc(N3c4ccccc4C(C)(C)c4ccccc43)cc21,0,1,3.988500,3.441400,0.547100,0.074470
partition_0,mol0135,CCCC1(C)c2cc(-c3ccc(/C=C(\C)c4ccccc4)cc3)ccc2-c2ccc(-c3ccc(/C=C(\C)c4ccccc4)cc3)cc21,0,1,4.049700,3.481800,0.567900,3.724976
partition_0,mol0136,CCN1c2ccc(C=O)cc2CCC1(C)C,0,1,3.880900,2.659700,1.221200,0.814789
partition_0,mol0137,CC1(C)c2cc(C#N)ccc2-c2ccc(C#N)cc21,0,1,4.371800,3.496700,0.875100,0.806710
partition_0,mol0138,CCC(=O)c1ccc(C(=O)c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,0,1,3.449700,3.351300,0.098400,0.000689
partition_0,mol0139,C1=CC2=CN(c3cccc4ccccc34)C2=C1,0,1,1.062600,0.621100,0.441500,0.040423
partition_0,mol0140,O=S(=O)(c1ccccc1)c1ccc(-c2ccc3c(c2)c2cc(-c4ccc(S(=O)(=O)c5ccccc5)cc4)ccc2n3-c2ccccc2)cc1,0,1,3.800700,3.408200,0.392500,0.130410
partition_0,mol0141,CC(=O)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cccc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)n1,0,2,3.783000,3.372300,0.410700,0.560505
partition_0,mol0142,c1ccc2c(c1)ncn2C1CCC(c2cnc3sc4ncc(C5CCCC5)cc4c3c2)CC1,0,2,4.096200,3.726500,0.369700,0.054522
partition_0,mol0143,c1ccc(-n2cnc3cc(C4CCCC4)ccc32)cc1,0,2,4.554600,3.999300,0.555300,0.138697
partition_0,mol0144,CC(=O)c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,0,2,3.753500,3.413100,0.340400,0.000904
partition_0,mol0145,O=c1cc2ccc3cccc4ccc1c2c34,0,2,1.372500,0.684600,0.687900,0.068085
partition_0,mol0146,N#Cc1cc2cccc3c(N)ccc4ccc1c-2c43,0,2,1.534300,1.107500,0.426800,0.087480
partition_0,mol0147,c1cnc2c(C3CCCC3)ccnc2c1,0,2,3.810600,3.810500,0.000100,0.000006
partition_0,mol0148,C1=CC2=C(C3(c4c(-c5ccc6ccncc6n5)c5ccccc5c5ccccc45)c4ccccc4-c4ccccc43)C=CC2=C1,0,2,0.680700,0.352600,0.328100,0.000452
